M,,D,Y,date,DJI,AAPL,NFLX,AMZN,K,TSLA,LMT,MCD,BAC,NYT,XOM,TWTR,FB,GOOGL,GEO,WMT,ARCH,RSX,MLM,CAT,BDX,BEP,NEE,AY,FSLR,CGC,WKHS,UNH,O,ET,EEM,GLDM
10,1,1,2020,20201001,0,116.790001,527.51001,3221.26001,64.379997,448.160004,380.890015,219.589996,24.1,43.869999,33.130001,46.700001,266.630005,1487.900024,11.57,143.080002,42.560001,20.879999,234.869995,146.710007,230.850006,35.886665,70.690002,28.440001,68.57,14.2,25.08,313.070007,62.279999,5.42,44.5,18.969999
10,2,2,2020,20201002,27682.80078,113.019997,503.059998,3125,64.709999,415.089996,380.579987,222.669998,24.209999,43.459999,32.98,46.119999,259.940002,1455.599976,11.69,140.5,44.790001,20.700001,240.550003,149.940002,232.660004,35.746666,70.292503,28.26,67.239998,14.05,23.620001,311.980011,63.860001,5.43,43.990002,18.940001
10,5,5,2020,20201005,28148.59961,116.5,520.650024,3199.199951,65.449997,425.679993,383.959991,226.070007,24.620001,45.919998,33.740002,47.310001,264.649994,1482.829956,11.31,141.800003,46.23,21.040001,249.179993,153.490005,238.139999,37.119999,71.977501,29.719999,71.5,14.94,24.42,318.149994,63.25,5.52,44.580002,19.040001
10,6,6,2020,20201006,27772.80078,113.160004,505.869995,3099.959961,65.160004,413.980011,376.459991,224.089996,24.370001,45.509998,33.389999,45.599998,258.660004,1451.02002,11.21,140.630005,44.259998,21.01,249.639999,151.529999,235.449997,35.18,72.57,29.83,73.440002,14.32,23.93,314.450012,62.91,5.39,44.66,18.809999
10,7,7,2020,20201007,28303.5,115.080002,534.659973,3195.689941,64.860001,425.299988,382.940002,226.479996,24.879999,45.529999,33.5,45.869999,258.119995,1459.140015,11.37,140.889999,42,20.780001,264.76001,154.770004,235.699997,35.406666,74.279999,30.370001,78.709999,15.53,24.200001,323.170013,62.709999,5.49,45.150002,18.799999
10,8,8,2020,20201008,28425.5,114.970001,531.789978,3190.550049,65.220001,425.920013,388.589996,225.800003,25.24,45.560001,35.259998,46.009998,263.76001,1483.430054,11.28,141.360001,41.889999,21.040001,275.820007,156.660004,236.210007,34.18,75.260002,31.280001,77.120003,17.629999,23.77,322.410004,63.75,5.92,45.52,18.870001
10,9,9,2020,20201009,28586.90039,116.970001,539.440002,3286.649902,65.849998,434,385.929993,224.830002,25.360001,43.830002,34.740002,45.900002,264.450012,1510.449951,11.26,142.779999,40.27,21.190001,273.100006,158.940002,237.309998,34.826668,75.727501,30.040001,78.809998,18.07,26.77,327.839996,63.189999,5.89,45.830002,19.209999
10,12,12,2020,20201012,28837.5,124.400002,539.809998,3442.929932,66.309998,442.299988,388.920013,226.110001,25.68,42.849998,34.630001,48.25,275.75,1564.589966,11.17,144.25,39.32,21.25,270.170013,162.610001,238.360001,35.593334,76.417503,29.41,79.309998,19.610001,26.58,329.970001,63.330002,6.05,46.23,19.16
10,13,13,2020,20201013,28679.80078,121.099998,554.090027,3443.629883,66.82,446.649994,388.950012,227.350006,24.950001,43.349998,34.220001,47,276.140015,1567.069946,11.2,146.229996,37.98,21.040001,261.019989,162.119995,236.710007,35.853333,75.3675,29.51,82.93,18.700001,23.629999,331.420013,61.669998,6.13,46.040001,18.860001
10,14,14,2020,20201014,28514,121.190002,541.450012,3363.709961,66.860001,461.299988,390.720001,227.619995,23.620001,45.150002,34.150002,45.98,271.820007,1563.439941,11.27,143.940002,38,21.1,259.829987,163.610001,233.690002,36.146667,75.160004,29.58,83.720001,18.34,22.92,321.850006,61,6.29,45.73,18.9
10,15,15,2020,20201015,28494.19922,120.709999,541.940002,3338.649902,67.139999,448.880005,386.119995,229.639999,24.15,45.57,34.450001,46.029999,266.720001,1555.469971,10.88,144.529999,37.439999,20.74,256.859985,165.039993,235.009995,36,74.614998,29.559999,82.279999,18.049999,22.299999,324.570007,60.41,6.29,45.400002,18.99
10,16,16,2020,20201016,28606.30078,119.019997,530.789978,3272.709961,67.099998,439.670013,386.5,229.369995,24.24,44.049999,34.099998,45.810001,265.929993,1567.699951,10.72,144.710007,37.02,20.73,258.970001,168.75,236.990005,35.853333,76.400002,29.77,84.18,17.76,22.809999,329.899994,60.529999,6.02,45.560001,18.93
10,19,19,2020,20201019,28195.40039,115.980003,530.719971,3207.209961,66.690002,430.829987,383.709991,226,23.719999,43.810001,33.419998,45.82,261.399994,1529.949951,10.29,142.949997,36.5,20.700001,256.700012,167.529999,237.380005,35.619999,74.887497,29.725,83.43,19.809999,22.23,324.220001,58.75,5.88,45.43,18.92
10,20,20,2020,20201020,28308.80078,117.510002,525.419983,3217.01001,66.25,421.940002,372.209991,227.449997,24.139999,43.279999,33.700001,46.349998,267.559998,1551.079956,10.11,143.899994,37.900002,20.969999,257.089996,168.990005,236.259995,35.759998,75.247498,29.98,84.300003,18.879999,20.495001,323.410004,59.099998,5.92,45.93,19.02
10,21,21,2020,20201021,28210.80078,116.870003,489.049988,3184.939941,65.970001,422.640015,367.140015,228.190002,24.049999,44.23,33.16,50.240002,278.730011,1585.98999,9.06,144.399994,37.220001,20.99,256.230011,167.399994,236.399994,35.533333,74.419998,29.76,81.599998,19.49,19.34,322.790009,59.68,5.83,46.060001,19.17
10,22,22,2020,20201022,28363.69922,115.75,485.230011,3176.399902,66.360001,425.790009,368.959991,229.149994,24.870001,42,34.860001,50.279999,278.119995,1606.660034,8.96,143.550003,37.220001,21.17,259.100006,169.660004,241.089996,35.553333,75.567497,30.030001,82.650002,20.299999,20.165001,325.730011,60.09,6.25,46.049999,18.98
10,23,23,2020,20201023,28335.59961,115.040001,488.279999,3204.399902,66.760002,420.630005,374.329987,228.710007,24.9,42.119999,34.16,50.439999,284.790009,1632.97998,9,143.850006,37.34,21.440001,262.410004,168.589996,240.279999,35.453335,75.767502,30.379999,85.370003,19.73,20.34,330.600006,60.75,6.3,46.32,18.959999
10,26,26,2020,20201026,27685.40039,115.050003,488.23999,3207.040039,65.699997,420.279999,368.549988,224.270004,24.540001,41.169998,33.349998,49,277.109985,1584.290039,8.63,142.160004,36.98,21.040001,254.25,163.199997,242,35.446667,75.662498,30.16,83.75,18.530001,18.530001,323.059998,59.830002,6.18,45.720001,18.950001
10,27,27,2020,20201027,27463.19922,116.599998,488.929993,3286.330078,64.93,424.679993,362.429993,222.970001,23.85,41.25,32.82,51.27,283.290009,1598.880005,8.28,142.869995,36.75,20.690001,255.529999,157.910004,244.240005,35.786667,75.779999,29.889999,82.389999,18.66,17.25,320.51001,58.73,5.65,45.919998,19.01
10,28,28,2020,20201028,0,111.199997,486.23999,3162.780029,63.490002,406.019989,350.859985,214.690002,23.469999,40.349998,31.57,48.529999,267.670013,1510.800049,8.11,140.039993,35.849998,19.629999,247.449997,151.160004,235.889999,35.18,74.459999,29.280001,93.309998,18.34,16.75,308,57.810001,5.27,44.77,18.690001
10,29,29,2020,20201029,26659.09961,115.32,504.209991,3211.01001,63.080002,410.829987,352.440002,214.949997,23.540001,40.119999,32.970001,52.43,280.829987,1556.880005,8.88,139.919998,29.860001,19.780001,263.600006,154.669998,232.470001,36.306667,74.010002,29.610001,87.459999,18.780001,17.27,303.679993,58.52,5.29,45.220001,18.620001
10,30,30,2020,20201030,26501.59961,108.860001,475.73999,3036.149902,62.889999,388.040009,350.130005,213,23.700001,39.66,32.619999,41.360001,263.109985,1616.109985,8.86,138.75,30.549999,19.450001,266.350006,157.050003,231.130005,36.166668,73.209999,29.49,87.050003,18.780001,15.38,305.140015,57.860001,5.15,44.709999,18.709999
11,2,2,2020,20201102,26925.09961,108.769997,484.119995,3004.47998,63.939999,400.51001,352.420013,212.559998,24.08,40.470001,33.990002,39.470001,261.359985,1624.319946,9.44,140.399994,32.360001,19.77,270.98999,163.270004,234.789993,38.006668,75.129997,30.27,88.889999,20.93,16.01,312.100006,59.639999,5.17,45.279999,18.879999
11,3,3,2020,20201103,27480,110.440002,487.220001,3048.409912,64.379997,423.899994,363.440002,216.800003,24.690001,40.57,33.41,41.73,265.299988,1645.660034,9.76,142.779999,30.540001,20.290001,276.160004,167.690002,237.720001,38.533333,76.019997,31.110001,87.239998,20.459999,17.85,321.350006,59.25,5.5,45.48,18.99
11,4,4,2020,20201104,27847.69922,114.949997,496.950012,3241.159912,63.580002,420.980011,372.160004,214.869995,23.68,41.450001,33.23,42.759998,287.380005,1745.849976,8.73,141.960007,28.889999,21.049999,253.759995,155.229996,236.789993,37.273335,73.32,30.66,79.779999,19,16.389999,354.559998,58.5,5.35,46.91,18.98
11,5,5,2020,20201105,28390.19922,119.029999,513.76001,3322,64.300003,438.089996,364.700012,216.309998,24.610001,39.240002,33.169998,43.709999,294.679993,1762.5,8.16,143.470001,28.82,21.379999,260.209991,163.089996,234.649994,38.333332,74.75,31.940001,86.900002,21.200001,17.719999,354.399994,58,5.36,47.709999,19.42
11,6,6,2020,20201106,28323.40039,118.690002,514.72998,3311.370117,64.349998,429.950012,361.269989,216.559998,24.309999,39.560001,32.779999,43.119999,293.410004,1759.72998,8.45,145.770004,29.629999,21.440001,256.179993,161.289993,236.619995,39.406666,75.720001,33.25,88.269997,23.5,17.290001,347.459991,57.990002,5.11,47.93,19.450001
11,9,9,2020,20201109,29158,116.32,470.5,3143.73999,62.959999,421.26001,363.950012,213.220001,27.76,38.889999,36.93,43.189999,278.769989,1761.420044,8.4,143.539993,30.790001,22.16,261.429993,170.820007,240.309998,39.82,75.510002,33.049999,86.110001,24.58,18.959999,350,61.599998,5.6,48.259998,18.59
11,10,10,2020,20201110,29420.90039,115.970001,480.23999,3035.02002,64.190002,410.359985,371.279999,213.320007,27.66,38.290001,36.860001,42.41,272.429993,1737.719971,8.71,145.559998,28.950001,22.370001,266.019989,172.300003,240.300003,38.246666,75.989998,33.18,80.75,23.709999,18.99,353.690002,64.669998,5.44,47.709999,18.65
11,11,11,2020,20201111,29397.59961,119.489998,490.76001,3137.389893,65.599998,417.130005,369.279999,218.020004,27.34,38.529999,36.48,43.630001,276.480011,1747.22998,9,147.979996,29.700001,22.26,265.98999,169.460007,243.160004,39.593334,77.540001,33.869999,84.199997,24.25,19.200001,351.700012,63.439999,5.35,48.02,18.57
11,12,12,2020,20201112,29080.19922,119.209999,486.769989,3110.280029,65.099998,411.76001,367.890015,213.070007,26.690001,38.830002,35.23,42.810001,275.079987,1742.819946,8.5,148.229996,28.049999,22.1,260.570007,169.130005,240.210007,39.253334,76.669998,33.43,81.400002,23.809999,20.52,354.410004,61.77,5.3,47.66,18.68
11,13,13,2020,20201113,29479.80078,119.260002,482.839996,3128.810059,65.760002,408.5,375.140015,213.279999,27,39.75,36.080002,43.48,276.950012,1772.26001,8.95,150.539993,29.309999,22.440001,264.140015,171.710007,242.809998,38.400002,77.190002,33.759998,79.949997,24.43,19.219999,355.670013,63.049999,5.36,48.330002,18.790001
11,16,16,2020,20201116,29950.40039,120.300003,479.100006,3131.060059,66.580002,408.089996,377.130005,216.729996,27.58,40.970001,38.16,42.73,278.959991,1774.030029,9.42,152.440002,30.66,23.1,271.209991,173.190002,242.570007,38.200001,77.75,34.299999,80.209999,24.77,19.92,356.820007,64.470001,5.44,48.93,18.799999
11,17,17,2020,20201117,29783.40039,119.389999,480.630005,3135.659912,66.32,441.609985,375.899994,216.009995,27.549999,42.040001,38.669998,42.849998,275,1761.660034,9.53,149.369995,31.440001,22.790001,269.329987,171.910004,242.410004,38.013332,76.610001,33.970001,81.480003,24.51,21.475,352.100006,62.82,5.63,48.880001,18.74
11,18,18,2020,20201118,29438.40039,118.029999,481.790009,3105.459961,65.019997,486.640015,377.559998,215.520004,26.98,39.93,37.209999,43.330002,271.970001,1740.640015,9.39,149.089996,29.91,22.969999,269.359985,172.740005,233.470001,37.586666,75.790001,33.68,81.989998,23.67,22.83,344.51001,61.189999,5.65,48.709999,18.629999
11,19,19,2020,20201119,0,118.639999,484.670013,3117.02002,65.209999,499.269989,376.459991,215.110001,26.98,40.060001,37.400002,43.619999,272.940002,1758.569946,9.45,152.119995,30.389999,22.84,269.549988,172.899994,232.899994,37.493332,75.129997,32.139999,84.059998,23.870001,22.780001,337,61.110001,6.12,48.790001,18.6
11,20,20,2020,20201120,29263.5,117.339996,488.23999,3099.399902,65.010002,489.609985,368.019989,214.089996,26.809999,40.549999,36.939999,44.68,269.700012,1736.380005,9.45,150.240005,29.82,22.790001,265.600006,172.229996,231.869995,38.259998,75.550003,32.349998,84.690002,23.719999,25.780001,334.700012,60.389999,6.08,49.060001,18.66
11,23,23,2020,20201123,29591.30078,113.849998,476.619995,3098.389893,63.669998,521.849976,370.850006,217,27.389999,41,39.360001,44.939999,268.429993,1727.560059,9.39,150.929993,33.220001,22.879999,266.890015,174.779999,228.479996,39.366665,74.57,33.310001,86.919998,24.719999,28.870001,335.059998,60.889999,6.43,49.189999,18.280001
11,24,24,2020,20201124,30046.19922,115.169998,482.880005,3118.060059,62.470001,555.380005,378.480011,219.710007,28.98,41.189999,41.98,45.23,276.920013,1763.900024,9.63,151.360001,34.490002,23.370001,274.920013,176.899994,229.289993,40.52,74.980003,34.889999,90.410004,26.969999,28.780001,336.01001,61.84,6.71,49.849998,18
11,25,25,2020,20201125,29872.5,116.029999,485,3185.070068,63.259998,574,378.339996,219.339996,29.030001,41.82,40.810001,46.43,275.589996,1764.130005,9.62,151.830002,34.619999,23.549999,272.679993,174.630005,227.470001,41.926666,75.970001,35.119999,92.449997,26.870001,27.85,333.190002,62.900002,6.49,49.57,17.99
11,27,27,2020,20201127,29910.40039,116.589996,491.359985,3195.340088,63.48,585.76001,374.339996,218.330002,28.99,42.099998,40.189999,46.59,277.809998,1787.02002,9.71,151.600006,35.32,23.34,271.01001,175.080002,228.960007,42.099998,75.129997,35.189999,94.699997,29,27.18,337.940002,61.639999,6.36,50.040001,17.809999
11,30,30,2020,20201130,29638.59961,119.050003,490.700012,3168.040039,63.91,567.599976,365,217.440002,28.16,42.91,38.130001,46.509998,276.970001,1754.400024,9.45,152.789993,33.439999,22.799999,265.630005,173.589996,234.839996,42.386665,73.589996,34.389999,93.43,28.799999,25.370001,336.339996,59.970001,6.18,48.73,17.700001
12,1,1,2020,20201201,0,122.720001,504.579987,3220.080078,63.68,584.76001,364.98999,216.139999,28.690001,44.759998,38.5,46.669998,286.549988,1795.359985,9.55,152.639999,33.650002,23.42,275.470001,173.259995,238.649994,40.66,74.150002,35.43,91.059998,26.65,25.23,341.190002,60.369999,6.17,49.689999,18.07
12,2,2,2020,20201202,29883.80078,123.080002,503.380005,3203.530029,62.720001,568.820007,361.359985,210.860001,29.059999,45.169998,39.939999,47.23,287.519989,1824.969971,9.67,150.520004,36.41,23.809999,273.459991,173.869995,241.869995,39.926666,74.309998,34.700001,90.489998,28.18,20.43,347.559998,60.779999,6.33,49.759998,18.209999
12,3,3,2020,20201203,29969.5,122.940002,497.519989,3186.72998,63,593.380005,362.029999,211.509995,28.91,46.32,40.209999,47.790001,281.850006,1821.839966,9.63,149.300003,37.669998,23.780001,281.149994,174.630005,238.509995,39.959999,73.349998,34.700001,88.919998,28.629999,22.67,348.679993,61.09,6.55,50.330002,18.33
12,4,4,2020,20201204,30218.30078,122.25,498.309998,3162.580078,62.369999,599.039978,366.609985,210.740005,29.290001,47.27,41.68,47.73,279.700012,1823.76001,10.01,148.910004,37.560001,24.18,284.940002,182.210007,242.759995,39.393333,72.519997,35.139999,89.260002,28.59,22.07,349.890015,61.259998,6.93,50.849998,18.290001
12,7,7,2020,20201207,30069.80078,123.75,515.780029,3158,61.950001,641.76001,362.130005,208.889999,29.09,46.740002,40.900002,47.900002,285.579987,1817.030029,9.71,148.110001,38.25,24.299999,284.940002,178.710007,236.449997,38.860001,73.269997,35.259998,88.75,28.379999,21.23,347.859985,60.75,6.7,50.849998,18.57
12,8,8,2020,20201208,0,124.379997,512.659973,3177.290039,62.549999,649.880005,359.230011,208.389999,28.93,46.720001,42.240002,47.43,283.399994,1811.329956,9.66,149.449997,40.009998,24.35,282.829987,178.839996,240.240005,38.98,73.68,34.75,89.889999,28.82,21.360001,347.859985,60.400002,6.74,50.869999,18.629999
12,9,9,2020,20201209,30068.80078,121.779999,493.600006,3104.199951,62,604.47998,361.350006,208.690002,28.799999,50.259998,42.799999,47.23,277.920013,1777.859985,9.41,148.270004,41.59,24.32,277.179993,180.070007,239.960007,37.993332,73.669998,33.209999,86.220001,27.200001,21.040001,344.410004,60.689999,6.49,50.43,18.309999
12,10,10,2020,20201210,29999.30078,123.239998,501.089996,3101.48999,61.98,627.070007,355.390015,208.039993,29.110001,51.040001,44.009998,51.209999,277.119995,1767.650024,9.35,147.039993,46.5,25.120001,266.73999,178.850006,242.330002,38.66,73.279999,33.57,86.540001,27.32,21.135,339.649994,59.93,6.82,51.080002,18.290001
12,11,11,2020,20201211,0,122.410004,503.220001,3116.419922,62.110001,609.98999,361.709991,207.759995,28.57,50.84,43.799999,51.439999,273.549988,1774.800049,9.43,147,45.52,25.1,267.200012,179.289993,242.690002,38.686668,73.800003,33.349998,86.370003,26.530001,21.780001,337.070007,60.459999,7.01,50.720001,18.32
12,14,14,2020,20201214,0,121.779999,522.419983,3156.969971,61.919998,639.830017,357.660004,211.919998,28.219999,50.32,42.220001,52.02,274.190002,1752.26001,9.66,145.649994,47.220001,24.66,259.700012,178.050003,240,40.080002,73.550003,34.18,86.589996,25.280001,21.389999,336.130005,60.619999,6.95,49.939999,18.209999
12,15,15,2020,20201215,30199.30078,127.879997,519.780029,3165.120117,61.240002,633.25,357.570007,214.860001,28.639999,50.09,43.040001,52.82,275.549988,1761.079956,9.58,145.580002,46.790001,25.09,266.559998,181.740005,244.130005,41.139999,74.910004,35.970001,91.260002,26.75,21.85,339.670013,61.75,6.99,50.48,18.469999
12,16,16,2020,20201216,30154.5,127.809998,524.830017,3240.959961,61.5,622.77002,354.570007,213.800003,28.719999,49.790001,43.700001,54.029999,275.670013,1757.189941,9.49,145.429993,45.290001,24.98,262.230011,179.5,245.289993,39.310001,74.440002,36.119999,91.769997,26.370001,21.27,339.339996,61.349998,6.87,50.720001,18.559999
12,17,17,2020,20201217,30303.40039,128.699997,532.900024,3236.080078,62.48,655.900024,352.600006,214.25,28.83,49.830002,43.48,54.630001,274.480011,1740.51001,9.47,146.100006,44.77,25.34,265.730011,179.169998,248.699997,39.419998,75.059998,36.48,92.32,26.219999,21.17,341.670013,61.029999,6.88,51.049999,18.77
12,18,18,2020,20201218,30179,126.660004,534.450012,3201.649902,62.080002,695,356.029999,215.080002,28.67,48.970001,42.73,55.869999,276.399994,1726.219971,9.41,145.949997,42.360001,25.059999,276.350006,180.960007,252.089996,39.049999,74.510002,37.240002,93.589996,25.969999,21.15,338.380005,59.52,6.78,50.990002,18.74
12,21,21,2020,20201221,30216.5,128.229996,528.909973,3206.179932,61.529999,649.859985,349.350006,211.669998,29.74,48.52,41.950001,54.639999,272.790009,1734.560059,9.17,145.970001,43.169998,23.42,275.670013,180.160004,247.860001,39.91,74.400002,37.110001,96.410004,25.540001,20.66,336.079987,59.77,6.6,50.240002,18.68
12,22,22,2020,20201222,30015.5,131.880005,527.330017,3206.52002,61.189999,640.340027,347.920013,211.919998,29.209999,49.32,41.240002,54.91,267.089996,1720.219971,8.58,144.199997,41.919998,23.34,273.299988,176.580002,245.899994,41.09,74.709999,38.639999,105.160004,25.860001,23.299999,335.01001,60.93,6.46,49.84,18.540001
12,23,23,2020,20201223,30129.80078,130.960007,514.47998,3185.27002,61.610001,645.97998,351.600006,212.020004,30.049999,50.23,41.77,54.299999,268.109985,1728.22998,8.81,143.220001,42.25,23.610001,273.790009,178.419998,244.25,41.200001,74.330002,40.860001,101.830002,27.01,22.725,337.589996,60.459999,6.52,50.349998,18.65
12,24,24,2020,20201224,30199.90039,131.970001,513.969971,3172.689941,61.779999,661.77002,351.970001,211.389999,29.959999,51.349998,41.599998,53.970001,267.399994,1734.160034,8.98,143.5,40.549999,23.98,275.049988,179.559998,247.990005,41.830002,74.980003,40.810001,102.400002,25.860001,22.969999,340.790009,61.09,6.44,50.130001,18.73
12,28,28,2020,20201228,30404,136.690002,519.119995,3283.959961,62.34,663.690002,354.179993,214.020004,30.129999,51.619999,41.740002,54.43,277,1773.959961,9.04,145.220001,41.400002,24.18,278.690002,178.369995,248.149994,41.669998,75.489998,37.84,101.190002,24.68,21.32,345.950012,61.77,6.23,50.27,18.65
12,29,29,2020,20201229,30335.69922,134.869995,530.869995,3322,62.290001,665.98999,353.899994,212.710007,30.01,51.509998,41.27,54.360001,276.779999,1757.76001,8.93,144.300003,41.540001,24.110001,274.079987,176.649994,248.350006,42.419998,75.330002,37.099998,96.980003,24.26,20.91,347.350006,60.970001,6.2,51.02,18.719999
12,30,30,2020,20201230,30409.59961,133.720001,524.590027,3285.850098,61.529999,694.780029,354.160004,211.559998,29.98,51.59,41.599998,54.330002,271.869995,1736.25,9,144.179993,43.919998,24.16,280.940002,180.039993,246.679993,42.459999,75.910004,37.639999,100.339996,25.25,21.27,344.98999,61.279999,6.16,51.700001,18.860001
